Sr_No,Date_dd_mm_yyyy,Startup_Name,Industry_Vertical,SubVertical,City__Location,Investors_Name,InvestmentnType,Amount_in_USD,Remarks,Year,Month
1817,2016-04-28,Docsapp,Consumer Internet,Online Doctor Discovery & Chat Platform,Bengaluru,"Rebright Partners, Anand Rajaraman, Venky Harinarayan",Private Equity,1200000.0,,2016,4
1818,2016-04-29,Impact Guru,Consumer Internet,Online Crowdfunding Platform For Ngos & Social Projects,Mumbai,"Rb Investments, Fundnel",Seed Funding,500000.0,,2016,4
1819,2016-04-29,Letreach,Ecommerce,Ecommerce Saas Solutions,New Delhi,Vcommission,Private Equity,100000.0,,2016,4
1820,2016-03-01,Driveu,Consumer Internet,Chauffeurs Discovery For Private Car Owners,Bengaluru,Unitus Seed Fund,Seed Funding,0.0,,2016,3
1821,2016-03-01,Gympik,Consumer Internet,"Fitness Centres, Gym Discovery Online Marketplace",Bengaluru,Roundglass Partners,Private Equity,0.0,,2016,3
1822,2016-03-01,Testbook,Consumer Internet,Online Test Preparation Platform,Mumbai,S Chand & Co,Private Equity,0.0,,2016,3
1823,2016-03-01,Iqlect,Technology,Big Data Analytics Platform,Bengaluru,"Lip-Bu Tan, Michael Marks, Nicolas Braithwaite",Private Equity,0.0,,2016,3
1824,2016-03-02,Momark,Consumer Internet,Mobile Wallet Aggregation Platform,Noida,Yournest Angel Fund,Private Equity,600000.0,,2016,3
1825,2016-03-02,Skedool,Consumer Internet,Ai Based Office Assistant Mobile App,Seattle / Bangalore,"Kludein Llc\Phanindra Sama, Narayan Ramachandran, Pranav Pai",Seed Funding,0.0,,2016,3
1826,2016-03-02,Systemantics,Technology,Industrial Robots Maker,Bengaluru,"Nandan Nilekani, Accel Partners",Private Equity,1400000.0,,2016,3
1827,2016-03-03,Vertuals,Technology,Audio Visual Digital Content Creators For Brands,Mumbai,Dino Morea,Seed Funding,0.0,,2016,3
1828,2016-03-03,Imarticus Learning,Education,Financial Services & Analytics Education Institute,Mumbai,"Blinc Advisors, Amit Nanavati, Tashwinder Singh, Taranjit Jaswal, Amit Khanna",Private Equity,1000000.0,,2016,3
1829,2016-03-03,Shouut,Consumer Internet,Social Discovery Mobile App,New Delhi,Undisclosed Investor,Seed Funding,500000.0,,2016,3
1830,2016-03-04,Tinystep,Consumer Internet,Parenting Social Network Platform,Bengaluru,Matt Glickman,Private Equity,0.0,,2016,3
1831,2016-03-04,Aahaa,Ecommerce,Office Products Super Store,Chennai,"Yournest Angel Fund,",Private Equity,1000000.0,,2016,3
1832,2016-03-04,Arcatron Mobility,Technology,Smart Wheelchair Design And Development,Pune,"Sudhir Mehta, Anoop Hingorani",Seed Funding,0.0,,2016,3
1833,2016-03-04,Ftcash,Consumer Internet,Mobile Payments Platform,Kolkata,Ivycap Ventures,Seed Funding,150000.0,,2016,3
1834,2016-03-04,Civilsdaily,Consumer Internet,Civil Services News Aggregator,New Delhi,Manoj Kumar & Other Undisclosed Investors,Seed Funding,0.0,,2016,3
1835,2016-03-04,Zappka,Consumer Internet,Mobile App Discovery And Review Platform,Gurugram,"Daman Soni, Rajat Gupta & Others",Seed Funding,100000.0,,2016,3
1836,2016-03-04,Tarusa World,Ecommerce,Handicraft Products Etailer,Mumbai,Mohit Gulati,Seed Funding,0.0,,2016,3
1837,2016-03-04,Medecube,Healthcare,Healthcare Related Services Provider,Gurugram,Artiman Ventures,Private Equity,4000000.0,,2016,3
1838,2016-03-07,N.O.W,Consumer Internet,Bike Taxi Service & Hyperlocal Delivery App,Noida,"Ruchirans Jaipuria, Anuj Sanghi",Seed Funding,500000.0,,2016,3
1839,2016-03-07,Ninjacart,Ecommerce,B2B Marketplace For Farmers & Retailers,Bengaluru,"Accel Partners, Qualcomm Ventures, M&S Partners, Zop Smart",Private Equity,3000000.0,,2016,3
1840,2016-03-07,Reach,Consumer Internet,Cross Platform P2P File Sharing Mobile App,Bengaluru,"Rebright Partners, Sol Primero, Sudhir Anandarao, Ankur Warikoo, Ankur Singla",Seed Funding,500000.0,,2016,3
1841,2016-03-07,Vanity Cube,Consumer Internet,Hyperlocal Beauty Services Platform,New Delhi,Unicorn Ventures,Seed Funding,250000.0,,2016,3
1842,2016-03-07,Wooplr,Ecommerce,Curated Fashion Ecommerce Portal,Bengaluru,"Naveen Tewari, Abhay Singhal, Amit Gupta, Piyush Shah, Raghunandan G, Rajiv Mehta",Seed Funding,0.0,,2016,3
1843,2016-03-07,Medidaili,Consumer Internet,Medical Support Service Platform,Bengaluru,Undisclosed Private Investors,Seed Funding,100000.0,,2016,3
1844,2016-03-08,Finomena,Technology,Credit Worthiness Big Data Analytics,New Delhi,Matrix Partners India,Private Equity,0.0,,2016,3
1845,2016-03-08,Cookaroo,Consumer Internet,Food Delivery Platform,Bengaluru,Vijay Krishna Yadav,Seed Funding,0.0,,2016,3
1846,2016-03-08,Vphrase Analytics,Technology,Ai Based Data Analytics Platform,Mumbai,"Apoorv Ranjan Sharma, Daud Ali And Others",Seed Funding,0.0,,2016,3
1847,2016-03-08,Lovecycles,Consumer Internet,Women\ Health Tracker,Bengaluru,Prime Venture Partners,Seed Funding,750000.0,,2016,3
1848,2016-03-08,Kartrocket,Ecommerce,Ecommerce Saas Platform,New Delhi,"Undisclosed Japanese Investor, Bertelsmann India Investments, Nirvana Digital India Fund, Nirvana Digital Investment Holding Co Ltd, 500 Start-Ups",Private Equity,8000000.0,,2016,3
1849,2016-03-08,Dunzo,Consumer Internet,Daily Task Management App,Bengaluru,"Aspada Investment Advisors, Blume Ventures.",Seed Funding,650000.0,,2016,3
1850,2016-03-09,Indiamart,Ecommerce,B2B Marketplace For Smbs,Noida,Amadeus Capital,Private Equity,0.0,,2016,3
1851,2016-03-09,Smartvizx,Technology,Virtual Reality Solutions,Noida,"Indian Angel Network, Stanford Angels, Entrepreneurs India",Seed Funding,500000.0,,2016,3
1852,2016-03-09,Mygubbi,Real Estate,Interior Design & Home Dxc3Xa9Cor Solutions,Bengaluru,"Vipul Parekh, Ajesh K Murthy,",Seed Funding,2500000.0,,2016,3
1853,2016-03-09,Nukkad Shops,Consumer Internet,Hyperlocal Grocery Delivery Service,Hyderabad,Purpletalk Inc,Seed Funding,1000000.0,,2016,3
1854,2016-03-09,Cloudacar,Consumer Internet,Carpooling Mobile App,Pune,"Amit Choudhary, Anuj Puri",Seed Funding,0.0,,2016,3
1855,2016-03-09,Justride,Consumer Internet,Self Drive Car Rental,Mumbai,Dheeraj Jain & Other Angel Investors,Seed Funding,400000.0,,2016,3
1856,2016-03-09,Yana,Consumer Internet,Personal Ai Transaction Engine App,Gurugram,"Puneet Gupta,",Seed Funding,0.0,,2016,3
1857,2016-03-10,Big Fish Ventures,Food & Beverage,Premium Dining Lounges Chain,New Delhi,Undisclosed Investors,Private Equity,11100000.0,,2016,3
1858,2016-03-10,Stylflip,Ecommerce,Pre-Owned Fashion Marketplace Mobile App,Mumbai,"Raj Gala Shah, Zaheer Memon",Seed Funding,0.0,,2016,3
1859,2016-03-10,Icertis,Technology,Contract Management Software Solutions Platform,Pune/Seattle,"Ignition Partners, Greycroft Partners, Fidelity Growth Partners India",Private Equity,15000000.0,,2016,3
1860,2016-03-10,Supplified,Ecommerce,Construction Material Etailer,New Delhi,Mohit Goel,Seed Funding,1000000.0,,2016,3
1861,2016-03-11,Jollyfoodfellow,Technology,Food Related Marketing & Branding Platform,Ahmedabad,Janak Parikh,Seed Funding,0.0,,2016,3
1862,2016-03-14,Pinkblue,Ecommerce,Medical Supplies Etailer,Bengaluru,"Hari Krishna, Ajay Modani, Dr V Ravinder, Anirudh Rastogi, Abhishek Jain, Rakesh Gakhar, Rajeev Mudumba, Nagendra Prasad Bhanuprakash",Seed Funding,223608.0,,2016,3
1863,2016-03-14,Truckingcube,Logistics,"Domestic, Commercial, And Industrial Goods Movers",New Delhi,Agarwal Movers Group,Private Equity,14900000.0,,2016,3
1864,2016-03-14,Eswasthya,Consumer Internet,Online Medicine Delivery Aggregator,Ahmedabad,Hemang Sahani,Seed Funding,0.0,,2016,3
1865,2016-03-15,Flipclass,Consumer Internet,Tutor Search Platform,Bengaluru,"S Chand And Co Pvt Ltd, Blume Ventures",Private Equity,1000000.0,,2016,3
1866,2016-03-15,Proximit,Technology,Advertising Technology,Pune,Funding Through 1Crowd Platform,Seed Funding,150000.0,,2016,3
1867,2016-03-15,Withme,Consumer Internet,Personalized Fashion App,Gurugram,"Alex Kuruvilla, Pradeep Guha, Saket Dhankar, Rajan Pandhare",Seed Funding,250000.0,,2016,3
1868,2016-03-16,Gapoon,Consumer Internet,Hyperlocal Home Maintenance Services,Bengaluru,"Chandrashekar Tallapragada, Pankaj Kapoor",Seed Funding,180000.0,,2016,3
1869,2016-03-16,Avagmah,Consumer Internet,Online Education Portal,Bengaluru,"Kris Gopalakrishnan, Atul Nishar",Seed Funding,0.0,,2016,3
1870,2016-03-16,Workindia,Consumer Internet,Online Job Board,Mumbai,Beenext,Seed Funding,0.0,,2016,3
1871,2016-03-16,Wealthy,Consumer Internet,Online Investment Management Portal,Bengaluru,"Zishaan Hayath, Abhishek Goyal, Arjun And Rohan Malhotra, Harpreet Singh Grover, Gagan Dugal",Seed Funding,250000.0,,2016,3
1872,2016-03-17,Pramati,Healthcare,Specialized Patient Care Platform,Noida,Undisclosed Investors,Seed Funding,200000.0,,2016,3
1873,2016-03-17,Qlivery,Consumer Internet,Ondemand Concierge Service,Gurugram,Swastika Company Ltd,Seed Funding,230000.0,,2016,3
1874,2016-03-17,Healthenablr,Consumer Internet,Doctor Discovery And Booking Platform,Mumbai,Undisclosed Investors,Seed Funding,800000.0,,2016,3
1875,2016-03-17,Liftiee,Consumer Internet,Car/ Bike Pooling App,Mumbai,"Rannvijay Singh, Anita Hassanandani",Seed Funding,108000.0,,2016,3
1876,2016-03-18,Hello Curry,Food & Beverage,Quick Service Restaurant Chain,Hyderabad,Sashi Reddi & Other Unnamed Investors,Private Equity,1500000.0,,2016,3
1877,2016-03-19,Gosporto,Consumer Internet,Online Sports Discovery And Booking Platform,New Delhi,Naveen Gupta,Seed Funding,30000.0,,2016,3
1878,2016-03-21,Oneclickwash,Consumer Internet,Online Laundry & Washing Service Booking & Delivery,Gurugram,Unitus Seed Fund,Seed Funding,0.0,,2016,3
1879,2016-03-21,Girnar Software,Consumer Internet,Online News Media Network,Jaipur,Google Capital,Private Equity,0.0,,2016,3
1880,2016-03-21,Room On Call,Consumer Internet,Budget Hotel Aggregator,Gurugram,Cashurdrive Marketing Pvt Ltd,Private Equity,2000000.0,,2016,3
1881,2016-03-22,Byju\,Consumer Internet,Educational Video Content Creator,Bengaluru,"Sequoia India, Sofina",Private Equity,75000000.0,,2016,3
1882,2016-03-22,Bigbasket,Ecommerce,Online Grocery Shop,Bengaluru,Abraaj Group,Private Equity,150000000.0,,2016,3
1883,2016-03-22,Drivojoy,Consumer Internet,On-Demand 2-Wheeler Servicing Platform,Bengaluru,"Indian Angel Network, Tracxn Labs & Others",Seed Funding,600000.0,,2016,3
1884,2016-03-22,Smartron,Technology,Internet Of Things Device Manufacturer,Bengaluru,Sachin Tendulkar,Private Equity,0.0,,2016,3
1885,2016-03-22,Lifcare,Consumer Internet,Online Pharmacy Portal,Jaipur,"Rajul Garg, Alok Mittal, Kunal Shah, Rishi Mandawat, Dheeraj Jain, Sandeep Tandon, Dexter Angel Circle",Seed Funding,0.0,,2016,3
1886,2016-03-22,Creditseva,Consumer Internet,Online Credit Management Tools,Hyderabad,"Pix Vine Capital, Infocomm Development Authority Of Singapore",Seed Funding,360000.0,,2016,3
1887,2016-03-22,Cityshor,Consumer Internet,Online Lifestyle Media Recommendation Portal,Ahmedabad,Gain,Seed Funding,0.0,,2016,3
1888,2016-03-23,Endless Robotics,Technology,Interior Painting Automation,Hyderabad,"Devidas Desai, Vipul Gautam, Singapore Angel Network",Seed Funding,100000.0,,2016,3
1889,2016-03-23,Sp Robotics,Technology,Robotic Classes For Students,Chennai,"Indian Angel Network,",Seed Funding,300000.0,,2016,3
1890,2016-03-23,Stalkbuylove,Ecommerce,Fashion Etailer,New Delhi,"500 Startups, Littlerock, Singularity Ventures",Seed Funding,0.0,,2016,3
1891,2016-03-23,Ekincare,Consumer Internet,Healthcare Related Solutions,Hyderabad,"Bitchemy Ventures, Maheshwari Investments Pvt Ltd, Anshoo Gaur, Rama Krishna Reddy, Sandeep Seerapu",Private Equity,330000.0,,2016,3
1892,2016-03-23,Hashlearn,Consumer Internet,Mobile Based Private Tutoring Services,Unknown,"Bhavish Aggarwal, Binny Bansal, Rajan Anandan, Mekin Maheshwar, Sunil Kalra, Anupam Mittal, Krishna Mehra, Singapore Angel Network",Seed Funding,0.0,,2016,3
1893,2016-03-23,Wheelstreet,Consumer Internet,Online Bike Rental Platform,Bengaluru,Broadbean Capital Services,Private Equity,500000.0,,2016,3
1894,2016-03-24,Horntell,Consumer Internet,Unified Push Notification Service,Gurugram,"Bharanidharan Viswanathan, Sanjiv Mittal, Shobhit Shukla, Rahul Agarwal",Seed Funding,150000.0,,2016,3
1895,2016-03-28,Schoolkart,Ecommerce,Online Marketplace For Schools,Noida,Undisclosed Investors,Seed Funding,300000.0,,2016,3
1896,2016-03-29,Healtheminds,Consumer Internet,Online Mental Healthcare,Bengaluru,Robin Utthappa,Seed Funding,0.0,,2016,3
1897,2016-03-29,Babygogo,Consumer Internet,Child Healthcare Experts Aggregator Mobile App,New Delhi,"Rajul Garg, Daljit Singh, Aditya Vij, Kishore Kumar, Shuchin Bajaj",Seed Funding,300000.0,,2016,3
1898,2016-03-29,Veritas Finance,Finance,Asset Based Lending Platform,Chennai,Sarva Capital,Private Equity,4700000.0,,2016,3
1899,2016-03-29,Qikship,Consumer Internet,Mobile Based Logistics Provider,New Delhi,Undisclosed Investors,Seed Funding,200000.0,,2016,3
1900,2016-03-29,Fixnix,Consumer Internet,Grc Saas Platform,Chennai,Jay Vijayan,Seed Funding,500000.0,,2016,3
1901,2016-03-30,True Balance,Technology,Mobile Balance Check App,Gurugram,Softbank Ventures Korea,Private Equity,0.0,,2016,3
1902,2016-03-30,Touchkin,Healthcare,Predictive Healthcare Platform,Bengaluru,"Alok Mittal, Amit Gupta, Anuj Srivastava, Himanshu Aggarwal, Raghunandan G, Puneet Agarwal",Seed Funding,400000.0,,2016,3
1903,2016-03-31,Switchme,Consumer Internet,Home Loan Rate Comparison Platform,Mumbai,"Mohandas Pai, Hiro Mashita, Singapore Angel Network, 500 Startups, Rajan Anandan, Ajay Sarupria",Seed Funding,0.0,,2016,3
1904,2016-03-31,Transcell,Healthcare,Family Stem Cell Banking Services,Hyderabad,Indian Angel Network,Seed Funding,0.0,,2016,3
1905,2016-02-01,Blue Tokai Coffee,Ecommerce,Specialty Coffee Etailer,New Delhi,Snow Leopard Technology Ventures,Seed Funding,0.0,,2016,2
1906,2016-02-02,Altizone,Technology,Iot & M2M Solutions,Pune,"Wipro Ventures, Lumis Partners",Private Equity,4000000.0,,2016,2
1907,2016-02-02,Oust App,Consumer Internet,Competitive Exam Preparation Platform,Bengaluru,"T V Mohandas Pai, Aarin Capital",Seed Funding,0.0,,2016,2
1908,2016-02-02,Strike,Consumer Internet,Mobile Email Productivity Tool,Bengaluru,Multiple Investors Through Ten Minute Million Competition,Seed Funding,22500.0,,2016,2
1909,2016-02-02,Maaxmarket,Consumer Internet,Marketing Automation Platform,Unknown,Multiple Investors Through Ten Minute Million Competition,Seed Funding,22500.0,,2016,2
1910,2016-02-02,Gamooz,Technology,Augmented Reality Solutions,Gurugram,Multiple Investors Through Ten Minute Million Competition,Seed Funding,22500.0,,2016,2
1911,2016-02-02,Soundsurround,Technology,Audio Technology Solutions,Mumbai,Multiple Investors Through Ten Minute Million Competition,Seed Funding,22500.0,,2016,2
1912,2016-02-03,Mazkara,Consumer Internet,Beauty & Wellness Platform,Pune / Dubai,Dunamis Ventures Pte Ltd.,Seed Funding,1000000.0,,2016,2
1913,2016-02-03,Roadgods,Ecommerce,Auto Spare Parts Etailer,New Delhi,Green House Ventures (Ghv),Seed Funding,100000.0,,2016,2
1914,2016-02-03,Pindropmusic,Consumer Internet,Music Discovery Mobile App,Noida,Green House Ventures (Ghv),Seed Funding,100000.0,,2016,2
1915,2016-02-03,Woodpie,Consumer Internet,Book Recommendation Service,Bengaluru,Ingram Content Group,Seed Funding,30000.0,,2016,2
1916,2016-02-04,Perfumery,Ecommerce,Fragrances & Perfume Etailer,New Delhi,Oranda Global & Others,Seed Funding,30000.0,,2016,2
1917,2016-02-05,Magic Crate,Education,Children Education Platform,Bengaluru,"Tv Mohandas Pai, Aarin Capital",Seed Funding,0.0,,2016,2
1918,2016-02-05,Zendrive,Technology,Safe Driving Data & Analytics Platform,Bangalore / Sfo,"Sherpa Capital, Nyca Partners And Thomvest Ventures",Private Equity,13500000.0,,2016,2
1919,2016-02-05,Smartcooky,Ecommerce,Marketplace For Health Foods,New Delhi,"Vandana Luthra,",Private Equity,0.0,,2016,2
1920,2016-02-05,Turtlemint,Consumer Internet,Online Personalized Insurance Platform,Mumbai,Nexus Venture Partners,Private Equity,0.0,,2016,2
1921,2016-02-05,Bhive,Real Estate,Workspace Rentals,Bengaluru,"Raghunandan G, Venturesity, Arihant Patni",Seed Funding,0.0,,2016,2
1922,2016-02-05,Gingercrush,Ecommerce,Personalized Products & Merchandize Etailer,Vadodara,"Saha Fund, Tv Mohandas Pai, Zia Mody, Mumbai Angels, Ananda Kallugadde, Rakesh Desai, Rakesh Malhotra",Private Equity,1000000.0,,2016,2
1923,2016-02-05,American Vision,Consumer Internet,Optical Store Aggregator Platform,Pune,Undisclosed Investors,Seed Funding,81000.0,,2016,2
1924,2016-02-05,Dawailelo,Consumer Internet,Healthcare Services & Online Pharmacy Mobile App,Varanasi,Undisclosed Investors,Seed Funding,52000.0,,2016,2
1925,2016-02-06,Heads Up For Tails,Ecommerce,Pet Products Etailer,New Delhi,Undisclosed Investors,Seed Funding,1000000.0,,2016,2
1926,2016-02-06,Livenutrifit,Healthcare,Weight Loss & Healthcare Info Portal,New Delhi,"Mohit Goel, Vinod Jain & Others",Seed Funding,0.0,,2016,2
1927,2016-02-08,Moglix,Ecommerce,Industrial & Home Products Marketplace,New Delhi,Ratan Tata,Private Equity,0.0,,2016,2
1928,2016-02-08,Istyleyou,Consumer Internet,Personal Fashion Stylist App,Gurugram,Green House Ventures (Ghv),Seed Funding,100000.0,,2016,2
1929,2016-02-08,Adurcup,Consumer Internet,Ad Network,New Delhi,Green House Ventures (Ghv),Seed Funding,100000.0,,2016,2
1930,2016-02-08,Weddingz,Consumer Internet,Online Marketplace For Wedding Venues And Vendors,Mumbai,Sixth Sense Ventures,Private Equity,0.0,,2016,2
1931,2016-02-08,Urban Dhobi,Consumer Internet,On Demand Laundry Services,Jaipur,"Vinod Bansal, Sanjeev Singhal",Seed Funding,0.0,,2016,2
1932,2016-02-08,Gray Routes,Consumer Internet,Last Mile Logistics Solutions,Mumbai,"Mahesh Parasuraman, Rahul Gautam & Others",Seed Funding,0.0,,2016,2
1933,2016-02-08,Xpressbees,Ecommerce,Ecommerce Logistics Solutions,Pune,"Saif Partners, Idg Ventures India, Vertex Ventures, Valiant Capital",Private Equity,12500000.0,,2016,2
1934,2016-02-08,Invictus Oncology,Healthcare,Cancer Therapeutic Info & Solutions,New Delhi,Ratan Tata,Private Equity,0.0,,2016,2
1935,2016-02-08,Hansel.Io,Technology,Mobile App Tech Solutions,Bengaluru,"Endiya Partners, Mekin Maheshwari, Rajesh Sawhney",Seed Funding,0.0,,2016,2
1936,2016-02-09,Inc42,Consumer Internet,Startup Focused Media News Portal,New Delhi,"India Ventures, Aarin Capital & Others",Seed Funding,0.0,,2016,2
1937,2016-02-09,Goqii,Technology,Personalized Fitness Coaching & Fitness Band,Mumbai,Edelweiss Financial Services,Private Equity,0.0,,2016,2
1938,2016-02-10,Capzest,Consumer Internet,Digital Lending Platform,Mumbai,Lion Ventures,Seed Funding,200000.0,,2016,2
1939,2016-02-10,Glamstudios,Consumer Internet,Online Salon Aggregator,Noida,Aqeel Ahmed,Seed Funding,0.0,,2016,2
1940,2016-02-10,Affimity,Consumer Internet,Social Networking Platform,Bengaluru,Undisclosed Investors,Seed Funding,1200000.0,,2016,2
1941,2016-02-10,Anandakanda,Technology,Medicine Intake Reminder System,Pune,Undisclosed Investors,Seed Funding,150000.0,,2016,2
1942,2016-02-10,Joulestowatts,Technology,It Services & Talent Collaboration Services Startup,Bengaluru,Manipal Global Education Services,Seed Funding,0.0,,2016,2
1943,2016-02-10,Shopkirana,Consumer Internet,Retailer Supply Chain Platform,Indore,"Atul Jain, Anil Gelra, Jaikumar Nair",Seed Funding,0.0,,2016,2
1944,2016-02-10,Stylofie,Consumer Internet,Online Beauty Parlour Search & Discovery Platform,Gurugram,Jaideep Mehta,Seed Funding,0.0,,2016,2
1945,2016-02-10,Oybob,Ecommerce,Hyperlocal Products & Services Marketplace,Gurugram,Sachin Dalal,Seed Funding,0.0,,2016,2
1946,2016-02-12,Actonmagic,Technology,Cloud Analytics And Management Products,Bengaluru,Jayabalan Subramanian,Seed Funding,125000.0,,2016,2
1947,2016-02-12,Bonhomia,Food & Beverage,Premium Tea And Coffee,New Delhi,"Alok Rawat, Grey Orange Robotics",Seed Funding,1000000.0,,2016,2
1948,2016-02-12,Igrenenergi,Technology,Solar Power Solutions,Mumbai,Sunil Mehta,Seed Funding,1000000.0,,2016,2
