Sr_No,Date_dd_mm_yyyy,Startup_Name,Industry_Vertical,SubVertical,City__Location,Investors_Name,InvestmentnType,Amount_in_USD,Remarks,Year,Month
658,2017-08-17,Get Simpl,Consumer Internet,Payment Solution Mobile App,Mumbai,"Green Visor Capital Lp Ii, Ia Venture Strategies Fund Ii Lp, Boillot Family Trust, Russell M Byrne, The Oliver R. Grace, Jr. Millennium Trust, Sf Capital Investments Lp",Seed Funding,0.0,,2017,8
659,2017-08-20,Rootefy,Ecommerce,Building Material Online Store,New Delhi,"Abhinav Gupta,",Seed Funding,187000.0,,2017,8
660,2017-08-21,Uniphore,Technology,Speech Recognition Startup,Chennai,Idg Ventures,Private Equity,6800000.0,,2017,8
661,2017-08-21,Cerebroz,Consumer Internet,E-Tech Platform,Vadodara,Undisclosed Hni\,Seed Funding,734000.0,,2017,8
662,2017-08-22,Flochat,Consumer Internet,Instant Messaging Platform,Mumbai,"Isquare Global,",Seed Funding,0.0,,2017,8
663,2017-08-22,Easygov,Consumer Internet,Govt Service Application Portal,Noida,"Social Alpha, Rajan Anandan, Rajeev Ahuja, Kshitij Arora",Seed Funding,0.0,,2017,8
664,2017-08-23,Milk Basket,Consumer Internet,Online Grocery Platform,Gurugram,Blume Ventures. Lenovo Capital And Incubator Group (Lcig),Seed Funding,0.0,,2017,8
665,2017-08-23,Dhruva,Technology,Cloud Data Protection And Management Solutions,Pune,"Riverwood Capital, Sequoia Capital India, Nexus Venture Partners, Tenaya Capital",Private Equity,80000000.0,,2017,8
666,2017-08-23,Bombay Shaving Company,Ecommerce,Men Grooming Product Etailer,New Delhi,Fireside Ventures,Private Equity,2300000.0,,2017,8
667,2017-08-23,Awign,Technology,Operations And Manpower Outsourcing,Bengaluru,"Iit Ropar, Imanpreet Singh Arora, Sidharth Rozario, Saurabh Abichandani, Shikhar Gupta,",Seed Funding,0.0,,2017,8
668,2017-08-23,Indiez,Technology,Software & Mobile App Development Platform,Bengaluru,Haresh Chawla,Seed Funding,500000.0,,2017,8
669,2017-08-24,Ezetap,Technology,Mpos Solutions Provider,Bengaluru,"Js Capital Management, Social Capital, Horizons Ventures,",Private Equity,16000000.0,,2017,8
670,2017-08-25,Ink Monk,Consumer Internet,Online Printing Marketplace,Chennai,"Vamm Ventures, Raksul, Dena",Seed Funding,750000.0,,2017,8
671,2017-08-25,Medinfi,Consumer Internet,Online Doctor Discovery Platform,Bengaluru,"Pbs Srinivas, Vinod Martin,",Seed Funding,125000.0,,2017,8
672,2017-08-28,Mobikon,Technology,Restaurant & Hotel Crm Platform,Pune,"Sistema Asia Fund, C31 Ventures, Qualgro.",Private Equity,7000000.0,,2017,8
673,2017-08-29,Curefit,Consumer Internet,End To End Health And Wellness Platform.,Bengaluru,"Accel Partners, Idg Ventures, Kalaari Capital, Uc-Rnt Fund",Private Equity,25000000.0,,2017,8
674,2017-08-29,Doxper,Technology,Healthtech Iot Platform,Mumbai,"Idal Health, Growx Ventures, Capier Investments, Globevestor & Others",Seed Funding,750000.0,,2017,8
675,2017-08-29,Fieldassist,Technology,Saas Based Sales Force Automation Services,Gurugram,Small Industries Development Bank Of India (Sidbi),Debt Funding,0.0,,2017,8
676,2017-08-30,Treebo,Consumer Internet,Budget Hotel Aggregator Platform,Bengaluru,"Ward Ferry Management And Karst Peak Capital,",Private Equity,34000000.0,,2017,8
677,2017-08-30,Medgenome,Technology,Genomics Research And Diagnostics Solutions,Bengaluru,"Sequoia India, Sofina S.A., Zodius Capital, Kris Gopalakrishnan, Lakshmi Narayanan,",Private Equity,30000000.0,,2017,8
678,2017-07-01,Billion Loans,Consumer Internet,Peer To Peer Lending Platform,Bengaluru,Reliance Corporate Advisory Services Ltd,Seed Funding,1000000.0,,2017,7
679,2017-07-03,Ecolibriumenergy,Technology,Energy Management Solutions Provider,Ahmedabad,"Infuse Ventures, Jll",Private Equity,2600000.0,,2017,7
680,2017-07-04,Droom,Ecommerce,Online Marketplace For Automobiles,Gurugram,"Asset Management (Asia) Ltd, Digital Garage Inc",Private Equity,20000000.0,,2017,7
681,2017-07-05,Jumbotail,Ecommerce,Online Marketplace For Food And Grocery,Bengaluru,"Kalaari Capital, Nexus India Capital Advisors",Private Equity,8500000.0,,2017,7
682,2017-07-05,Moglix,Ecommerce,B2B Marketplace For Industrial Products,Noida,"International Finance Corporation, Rocketship, Accel Partners, Jungle Ventures, Shailesh Rao, Venture Highway",Private Equity,12000000.0,,2017,7
683,2017-07-05,Timesaverz,Consumer Internet,Hyperlocal Home Services Provider,Mumbai,Bccl,Private Equity,1000000.0,,2017,7
684,2017-07-06,Minjar,Technology,Cloud Solutions Provider,Bengaluru,"Blume Ventures, Contrarian Capital India Partners, Emergent Ventures India, Pallav Nadhani, Ashish Gupta, Sharad Sharma, Sirion Labs",Seed Funding,0.0,,2017,7
685,2017-07-06,Mycity4Kids,Consumer Internet,Parenting Blog And Kidsx99 Events Discovery Platform,Gurugram,Unknown,Seed Funding,0.0,,2017,7
686,2017-07-07,Clip App,Consumer Internet,Digital Media Video Platform,Bengaluru,"India Quotient, Shunwei Capital",Seed Funding,1000000.0,,2017,7
687,2017-07-07,Upwardly.In,Consumer Internet,Mf Investment Platform,Bengaluru,"Sreeram Iyer, Suvo Sarkar, Anita Gupta, Likemind Ventures",Seed Funding,0.0,,2017,7
688,2017-07-10,Autorox.Co,Technology,Workshop Management Software Platform,Hyderabad,Mitsui & Co.,Private Equity,3000000.0,,2017,7
689,2017-07-11,Fabogo,Consumer Internet,Salon & Spa Aggregation & Discovery Platform,Pune,Dunamis Ventures Pte Ltd,Private Equity,2250000.0,,2017,7
690,2017-07-11,Flickstree,Consumer Internet,Video Content Discovery Platform,Mumbai,"Venture Catalysts, Sourav Ganguly, Ankit Aditya, Moksh Sports Ventures",Seed Funding,464000.0,,2017,7
691,2017-07-11,Design Cafe,Consumer Internet,Online Interior Design Platform,Bengaluru,"Fireside Ventures, Apurva Salarpuria, Sidharth Pansari, Sprout Capital",Seed Funding,0.0,,2017,7
692,2017-07-12,Innoviti,Technology,Digital Payments Solutions,Bengaluru,"Sbi-Fmo Fund, Bessemer Venture Partners, Catamaran Ventures",Private Equity,18500000.0,,2017,7
693,2017-07-12,Vdeliver,Logistics,Door Step Delivery Platform,Hyderabad,"Corvus Ventures, Mape Advisory Group",Private Equity,0.0,,2017,7
694,2017-07-12,Bottr.Me,Technology,Chatbot Creation Tool,Bengaluru,"500 Startups, Purvi Capital, Rajan Anandan, Abhishek Gupta",Seed Funding,0.0,,2017,7
695,2017-07-12,Arcatron,Technology,Next Gen Mobility Device Manufacturer,Pune,Indian Angel Network,Seed Funding,0.0,,2017,7
696,2017-07-14,Qwikspec,Technology,Construction Site Operations And Analytics Platform,Bengaluru,"Brigade Innovations Llp, Tv Mohandas Pai, Suhail Rahman, Bobby Reddy, M George Oommen",Seed Funding,540000.0,,2017,7
697,2017-07-14,Chumbak,Ecommerce,Designer Consumer Products Marketplace,Bengaluru,Blacksoil Capital Pvt. Ltd,Private Equity,1700000.0,,2017,7
698,2017-07-17,Increff,Technology,Sales Solutions For Fashion Brands,Bengaluru,"Sequoia Capital, Grey Orange, Rajesh Ramaiah, Anshuman Das, Rishi Das",Seed Funding,2000000.0,,2017,7
699,2017-07-17,Vayana,Technology,Enterprise Banking Solutions,Pune,"Idg Ventures India Advisors, Jungle Ventures",Private Equity,4000000.0,,2017,7
700,2017-07-18,Mobiquest,Technology,Mobile Services & Solutions,Noida,One97 Communication Ltd,Private Equity,0.0,,2017,7
701,2017-07-18,Ambee,Consumer Internet,Ambulance Aggregation Services,Hyderabad,"Uber Technologies Inc, Amaya Capital Llp",Seed Funding,0.0,,2017,7
702,2017-07-18,Ideal Insurance,Consumer Internet,Online Insurance Platform,Kolkata,Xelpmoc,Seed Funding,0.0,,2017,7
703,2017-07-18,Hypernova Interactive,Technology,Mobile Games Creator,Bengaluru,Kae Capital,Seed Funding,0.0,,2017,7
704,2017-07-19,Rentomojo,Consumer Internet,Consumer Leasing Platform,Bengaluru,"Ain Capital Ventures, Renaud Laplanche",Private Equity,10000000.0,,2017,7
705,2017-07-19,Aircto,Consumer Internet,Ai Powered Recruitment Platform,Bengaluru,Francesco Cara,Seed Funding,0.0,,2017,7
706,2017-07-19,Playablo,Technology,Gamified Learning App,Bengaluru,Abi-Showatech (India) Ltd,Seed Funding,600000.0,,2017,7
707,2017-07-20,Trupay,Technology,Online Payments Platform,Gurugram,"Kae Capital, M&S Partners,",Seed Funding,700000.0,,2017,7
708,2017-07-21,Brick2Wall,Ecommerce,Online Marketplace For Construction Material,Gurugram,"Subramani Somasundaram, Sundeep Sahni, Mayank Mittal & Others",Seed Funding,200000.0,,2017,7
709,2017-07-21,Fablestreet,Ecommerce,Women Work Wear Etailer,New Delhi,"Harmeet Bajaj, Pameela P, Fusiontech Ventures & Others",Seed Funding,0.0,,2017,7
710,2017-07-21,Monsoon Fintech,Technology,Machine Learning Access Platform,New Delhi,"Sunil Kalra, Aditya Singh, Rishi Srivastava, Rajan Anandan",Seed Funding,0.0,,2017,7
711,2017-07-21,Monkeybox,Consumer Internet,Healthy Food Delivery Platform,Bengaluru,"Blume Ventures, Nb Ventures, Nspira",Seed Funding,0.0,,2017,7
712,2017-07-25,Noticeboard,Consumer Internet,Mobile-First Enterprise Communication Platform,Bengaluru,"Stellaris Venture Partners,",Private Equity,1200000.0,,2017,7
713,2017-07-25,Byju\,Consumer Internet,Mobile Learning App,Bengaluru,Tencent Holdings,Private Equity,35000000.0,,2017,7
714,2017-07-26,Creator\ Gurukul,Others,Co-Working Space Provider,New Delhi,Yuvraj Singh,Seed Funding,0.0,,2017,7
715,2017-07-26,Fab Hotels,Consumer Internet,Budget Hotels Brand & Aggregator Platform,New Delhi,Goldman Sachs,Private Equity,25000000.0,,2017,7
716,2017-07-26,Thinkerbell,Consumer Internet,Assisted Learning Startup,Bengaluru,"Indian Angel Network, Anand Mahindra",Seed Funding,200000.0,,2017,7
717,2017-07-27,1Mg,Ecommerce,Online Pharmacy,Gurugram,"Hbm Healthcare Investments, Maverick Capital Ventures, Sequoia India, Omidyar Network And Kae Capital",Private Equity,15000000.0,,2017,7
718,2017-07-28,Jhakaas,Consumer Internet,App-Based Aggregator Of Offline Businesses,Mumbai,Amen Dhyllon,Seed Funding,0.0,,2017,7
719,2017-07-28,Bigstylist,Consumer Internet,Beauty Services Marketplace,Mumbai,Info Edge (India) Ltd,Private Equity,1250000.0,,2017,7
720,2017-07-28,Gympik.Com,Consumer Internet,Online Marketplace For Discovering Fitness Centres,Bengaluru,Roundglass Partners,Seed Funding,0.0,,2017,7
721,2017-06-01,Tripeur,Technology,Mobile Based Travel Erp Platform,Bengaluru,"Grace Grace Techno Ventures Llp, Rajul Garg & Other Undisclosed Investors",Seed Funding,0.0,,2017,6
722,2017-06-02,Rentongo,Ecommerce,"Online Marketplace For Renting Bikes, Electronics & Appliances",Bengaluru,Tvs Motor Company,Seed Funding,234000.0,,2017,6
723,2017-06-05,Goomo,Consumer Internet,Online Travel & Holiday Booking Platform,Mumbai,Emerging India,Private Equity,50000000.0,,2017,6
724,2017-06-05,Maxmywealth,Consumer Internet,Online Wealth Management & Savings Platform,Mumbai,"Lockchain Ecosystem Global Advisors, Horseferry",Private Equity,0.0,,2017,6
725,2017-06-06,Spinny,Ecommerce,Online Used Car Marketplace,Gurugram,"Blume Ventures, Indian Angel Network, Kunal Shah, Sandeep Tandon",Private Equity,1000000.0,,2017,6
726,2017-06-06,Healthbuds,Consumer Internet,Healthcare Discovery & Booking Platform,Kolkata,"Arun Patodia, Bharat Kedia",Seed Funding,0.0,,2017,6
727,2017-06-06,Ftcash,Consumer Internet,Mobile Payments Platform,Mumbai,"500 Startups, Ivycap Ventures",Private Equity,0.0,,2017,6
728,2017-06-06,Bhive Workspace,Consumer Internet,Co-Working Spaces,Bengaluru,Blume Ventures,Private Equity,1200000.0,,2017,6
729,2017-06-06,Wayforward,Consumer Internet,Mobile App For Mental Health,New Delhi,"Harsh Mahajan, Farhan Naqvi, Sreepathy Viswanathan",Seed Funding,1000000.0,,2017,6
730,2017-06-06,Gyandhan,Consumer Internet,Education Marketplace,New Delhi,Sundaram Finance Holdings,Private Equity,0.0,,2017,6
731,2017-06-06,Hungry Foal,Consumer Internet,For Profit Social Venture,Gurugram,Sbi (Stand Up India Scheme),Private Equity,0.0,,2017,6
732,2017-06-07,Ziploan,Consumer Internet,Online Lending Platform,New Delhi,Waterbridge Ventures,Seed Funding,650000.0,,2017,6
733,2017-06-07,Growfitter,Consumer Internet,Health And Fitness Discovery Platform,Mumbai,Sque Capital,Seed Funding,600000.0,,2017,6
734,2017-06-08,Stratfit,Consumer Internet,Health Coaching Programs,Hyderabad,Bodhtree Consulting Limited,Seed Funding,232000.0,,2017,6
735,2017-06-08,Multiplier Solutions,Technology,Crm Software For Healthcare Space,Hyderabad,Norwest Venture Partners,Private Equity,1500000.0,,2017,6
736,2017-06-08,Abi Health,Technology,Unified Digital Health Platform,Bengaluru,Norwest Venture Partners,Private Equity,1500000.0,,2017,6
737,2017-06-08,Stockal,Consumer Internet,App-Based Investment Advisory Services,Bengaluru,"Mohan Alexander, R. Natarajan, Vikrant Varshney, Amit Sinha",Seed Funding,350000.0,,2017,6
738,2017-06-09,Guidoo,Consumer Internet,Travel & Adventure Planning Platform,Mumbai,"Pawan Borle, Nirmal Singh, Manish Prasad, Vineet Varma, Nick Haulkoury, Abhai S. Rao",Seed Funding,300000.0,,2017,6
739,2017-06-09,Esahai.In,Consumer Internet,Ambulance Aggregator And Medical Taxi Provider,Hyderabad,"Dr Ramesh Ayyala, Satya Muthyala",Seed Funding,250000.0,,2017,6
740,2017-06-12,Loanmeet,Consumer Internet,Online Peer-To-Peer Lending Platform,Bengaluru,"Cao Yibin, Huang Wei, Madhusudan E,",Seed Funding,0.0,,2017,6
741,2017-06-12,Lendingkart,Consumer Internet,Online Lending Platform,Ahmedabad,Yes Bank,Debt Funding,7800000.0,,2017,6
742,2017-06-12,Boxx.Ai,Technology,Artificial Intelligence,Bengaluru,"Unicorn India Ventures, Venky Krishnakumar, Suresh Shankar, Vivek Bhargava",Private Equity,500000.0,,2017,6
743,2017-06-12,Peesafe.In,Healthcare,Hygiene Care Product Manufacturer,New Delhi,"Venture Catalysts, Alfa Capital, Green Shots Capital, Real Time Ventures",Private Equity,1000000.0,,2017,6
744,2017-06-12,Vista Rooms,Consumer Internet,Online Rooms Aggregation Platform,Mumbai,"Artha India Ventures, Singularity Holdings, Rajan Anandan, Girish Mathrubootham",Seed Funding,776000.0,,2017,6
745,2017-06-12,Coverfox,Consumer Internet,Online Insurance Brokerage Platform,Mumbai,Transamerica,Private Equity,15000000.0,,2017,6
746,2017-06-13,Hypertrack,Technology,Location Tracking Solutions,New Delhi,"Nexus Venture Partners, Founders Fund",Private Equity,0.0,,2017,6
747,2017-06-13,Goodera,Technology,Csr And Sustainability Management Platform,Bengaluru,"Nexus Venture Partners, Omidyar Network",Private Equity,5500000.0,,2017,6
748,2017-06-13,Digit,Technology,Tech Driven Insurance Platform,Bengaluru,Fairfax Holdings,Private Equity,0.0,,2017,6
749,2017-06-14,Ola,Consumer Internet,Cab Aggregation App,Bengaluru,Tekne Capital Management Llc,Private Equity,50000000.0,,2017,6
750,2017-06-14,Vanitycask,Consumer Internet,Beauty Products Discovery Platform,Mumbai,Rb Investments,Seed Funding,0.0,,2017,6
751,2017-06-14,Mrneeds,Consumer Internet,Micro Food Delivery Platform,Noida,Undisclosed Investors,Seed Funding,500000.0,,2017,6
752,2017-06-15,Moneytap,Consumer Internet,Money Lending Platform,Bengaluru,"Sequoia India, Nea, Prime Venture Partners",Private Equity,12300000.0,,2017,6
753,2017-06-16,Goodbox,Ecommerce,Mobile Saas Ecommerce Platform For Smes,Bengaluru,"Nexus Venture Partners, Mekin Maheshwari",Private Equity,1000000.0,,2017,6
754,2017-06-16,Fincash,Consumer Internet,Personal Finance Platform,Mumbai,"Mohammed Khan, Sameer Narayan & Others",Seed Funding,100000.0,,2017,6
755,2017-06-16,Portdesk,Technology,Maritime Solutions,Noida,Alphard Maritime Group,Seed Funding,2000000.0,,2017,6
756,2017-06-16,Edgefx,Ecommerce,Diy Project Kits Seller,Hyderabad,"Cross Border Angels & Experts, Rajasthan Angel Innovators Network, The Chennai Angels",Seed Funding,0.0,,2017,6
757,2017-06-16,Eazydiner,Consumer Internet,Online Restaurant Reservation Platform,Gurugram,Youwecan Ventures,Seed Funding,0.0,,2017,6
758,2017-06-16,Healthintel,Healthcare,Online Pharmacy,New Delhi,Blip Initiatives,Seed Funding,0.0,,2017,6
759,2017-06-19,Unbxd,Technology,Cloud-Based Product Discovery Platform,Bengaluru,Eight Roads Ventures,Private Equity,12500000.0,,2017,6
760,2017-06-19,Darwinbox,Technology,Enterprise Human Resources Management Platform,Hyderabad,"Lightspeed India Partners, Endiya Partners, 3One4 Capital Advisors Llp, Startupxseed Ventures Llp",Private Equity,4000000.0,,2017,6
761,2017-06-20,Forevershop,Consumer Internet,Mobile Based Ecommerce Platform,Bengaluru,91Maker.Com,Seed Funding,300000.0,,2017,6
762,2017-06-20,Insider.In,Consumer Internet,Events Ticketing Platform,Mumbai,Paytm,Private Equity,5200000.0,,2017,6
763,2017-06-21,Fynd,Ecommerce,Fashion Etailer,Mumbai,"Iifl Seed Ventures, Kae Capital, Fj Labs, Singularity Ventures, Growx, Tracxn Labs, Axis Capital",Private Equity,2400000.0,,2017,6
764,2017-06-21,Grow Fit,Consumer Internet,Health-Tech Platform,Bengaluru,"Manipal Education And Medical Group (Memg), Sar Group, The Grover Trust",Private Equity,4500000.0,,2017,6
765,2017-06-21,Fabulyst,Technology,Artificial Intelligence Based Platform,Hyderabad,Ibhubs,Seed Funding,215000.0,,2017,6
766,2017-06-21,Mswipe,Technology,Point-Of-Sale Services,Mumbai,"Uc-Rnt Fund, Matrix Partners, Alcon Edge Capital, Dsg Consumer Partners",Private Equity,31000000.0,,2017,6
767,2017-06-21,Oneassist,Consumer Internet,Credit Card Fraud Protection,Mumbai,Sequoia Capital,Private Equity,0.0,,2017,6
768,2017-06-22,Julia Computing,Technology,Open Source Language For Data Science And Machine Learning,Bengaluru,"General Catalyst, Founder Collective",Private Equity,4600000.0,,2017,6
769,2017-06-22,Kissht,Consumer Internet,Consumer Lending Platform,Mumbai,"Endiya Partners, Ventureast",Private Equity,2000000.0,,2017,6
770,2017-06-22,Explore Life Traveling,Consumer Internet,Local Homes Booking Platform,Bengaluru,"Mekin Maheshwari, Bharat Vijay, Krish Seshadri, Amar Arsikere",Seed Funding,500000.0,,2017,6
771,2017-06-23,Loantap,Consumer Internet,Lending Platform For Salaried Professionals,Mumbai,"Kae Capital, India Quotient, Ifmr, And Mas Financial Services Ltd",Private Equity,4000000.0,,2017,6
772,2017-06-23,Voxweb,Consumer Internet,Mobile Based Social Networking Platform,Mumbai,Undisclosed Investors,Seed Funding,1000000.0,,2017,6
773,2017-06-26,Hug Innovations,Technology,Gesture Based Smartwatch Manufacturer,Hyderabad,"Mohit Srivastav, Kishore Ganji, Venkat Vallabhaneni, Rajeev Menon",Private Equity,5000000.0,,2017,6
774,2017-06-26,Flipkart,Ecommerce,Online Marketplace,Bengaluru,Naspers,Private Equity,71000000.0,,2017,6
775,2017-06-26,V Resorts,Consumer Internet,Holiday & Vacation Resort Aggregator,Noida,"Seedfund, Rb International",Private Equity,4000000.0,,2017,6
776,2017-06-27,Stashfin,Consumer Internet,Personal Finance App,New Delhi,"Snow Leopard Ventures, Alto Partners",Private Equity,5000000.0,,2017,6
777,2017-06-27,Formcept,Consumer Internet,Unified Data Analysis Platform,Bengaluru,Gujarat Venture Finance Ltd,Private Equity,0.0,,2017,6
778,2017-06-27,Spares Hub,Ecommerce,Automobile Parts Marketplace,Pune,"The Chennai Angels, Anthill Scale Ventures, Esvee Technologies Inc, Inc95 Consulting",Seed Funding,311000.0,,2017,6
779,2017-06-28,Fitraq,Consumer Internet,Fitness Centre Discovery Platform,New Delhi,"Aparup Sengupta, Devendra Reddy,",Seed Funding,0.0,,2017,6
780,2017-06-28,Rubique,Consumer Internet,Online Marketplace For Financial Products,Mumbai,"Kalaari Capital, Udayan Goyal",Private Equity,3000000.0,,2017,6
781,2017-06-28,Niki.Ai,Consumer Internet,Ai Based Personal Assistant,Bengaluru,"Sap.Io, Unilazer Ventures",Private Equity,2000000.0,,2017,6
782,2017-06-29,Fitpass,Consumer Internet,Online Fitness Marketplace,New Delhi,"Abhinav Bindra, Gaurav Marya",Private Equity,1000000.0,,2017,6
783,2017-06-29,Zinghr,Technology,"Digital Employee Solutions,",Mumbai,Zeta,Private Equity,0.0,,2017,6
784,2017-06-30,Tagos Design,Technology,In-Video Discovery Platform,Bengaluru,Undisclosed Investors,Private Equity,5000000.0,,2017,6
785,2017-06-30,Urbanclap,Consumer Internet,Mobile Services Marketplace,Gurugram,"Vy Capital, Saif Partners, Accel Partner, Bessemer Venture Partners",Private Equity,21000000.0,,2017,6
786,2017-05-01,Ace2Three,Consumer Internet,Online Rummy Playing Website,Hyderabad,Clairvest Group,Private Equity,73700000.0,,2017,5
787,2017-05-01,Power2Sme,Ecommerce,Buying Portal For Smes,Gurugram,International Finance Corporation,Private Equity,10000000.0,,2017,5
788,2017-05-02,Innovapptive,Technology,Enterprise Mobility Solutions,Hyderabad,Hyderabad Angels,Seed Funding,1500000.0,,2017,5
789,2017-05-02,4Tigo,Logistics,Truck Network Company,Bengaluru,"Accel Partners, Nandan Nilekani,",Private Equity,10000000.0,,2017,5
790,2017-05-02,Smecorner,Consumer Internet,Online Platform For Small Business Loans,Mumbai,Dutch Government Fund,Private Equity,0.0,,2017,5
791,2017-05-02,Zippserve,Consumer Internet,Real Estate Risk Assessment Platform,Bengaluru,Undisclosed Investors,Seed Funding,390000.0,,2017,5
792,2017-05-03,Ola,Consumer Internet,Cab Aggregation App,Bengaluru,"Falcon Edge Capital, Capital Advisers",Private Equity,104500000.0,,2017,5
793,2017-05-03,Sumeru,Technology,Software & Mobile Development Services,Bengaluru,Undisclosed Investors,Seed Funding,1000000.0,,2017,5
794,2017-05-04,Healthians,Consumer Internet,Online Diagnostics And Wellness Platform,New Delhi,"Asuka Holdings, Youwecan Ventures, Beenext, Beenos, M&S Partners",Private Equity,0.0,,2017,5
795,2017-05-05,Healthmir,Consumer Internet,Ai-Based Health Content Platform,New Delhi,Nimit Panigrahi,Seed Funding,0.0,,2017,5
796,2017-05-05,Uactive,Consumer Internet,Health-Based Social Networking & Discovery App,Mumbai,Hinduja Family,Seed Funding,0.0,,2017,5
797,2017-05-05,I-Lend,Consumer Internet,Peer-To-Peer Lending Platform,Hyderabad,50K Ventures,Seed Funding,0.0,,2017,5
798,2017-05-05,Good Methods Global,Technology,Cloud Based Practice Management Software,Trivandrum,Accel Partners,Private Equity,0.0,,2017,5
799,2017-05-05,Balance App,Consumer Internet,Money Savings & Management App,Bengaluru,Rainmatter,Seed Funding,233000.0,,2017,5
800,2017-05-08,Yepme,Ecommerce,Private Label Fashion Etailer,Gurugram,"Rainbow Digital Services Pvt. Ltd, Ilearnfinance Academy Pvt. Ltd.",Private Equity,700000.0,,2017,5
801,2017-05-08,Nightstay,Consumer Internet,Last Minute Hotel Booking Mobile App,New Delhi,"Indian Angels Network, Letsventure",Seed Funding,0.0,,2017,5
802,2017-05-08,Devourin,Technology,Restaurant Automation Solution,Pune,Deepak Nathani,Seed Funding,0.0,,2017,5
803,2017-05-08,Mygreens,Food & Beverage,Cold-Press Juices Manufacturer,New Delhi,"Ajay Relan, Letsventure",Seed Funding,1000000.0,,2017,5
804,2017-05-08,Ace Turtle,Technology,Omni-Channel Platform,Bengaluru,"Vertex Ventures, C31 Ventures",Private Equity,5000000.0,,2017,5
805,2017-05-08,Curefit,Technology,Health-Tech Platform,Bengaluru,"Trifecta Capital Advisors Llp, Prathithi Investment Trust, Rnt Capital, Gokul Rajaram, Aditya Agarwal, Ruchi Sanghvi & Others",Private Equity,3200000.0,,2017,5
806,2017-05-09,Curie Labs,Technology,Energy Analytics Startup,New Delhi,Satoshi Studios,Seed Funding,50000.0,,2017,5
807,2017-05-09,Uncanny Vision,Technology,Computer Vision On Embedded Systems,Bengaluru,Anand Chandrasekaran,Seed Funding,0.0,,2017,5
808,2017-05-09,Anchanto,Technology,Ecommerce Fulfilment And Technology Platform,Pune,Luxasia Group,Private Equity,0.0,,2017,5
809,2017-05-09,Sequretek,Technology,It Security & Data Management Services,Mumbai,"Gvfl, Unicorn India Ventures",Private Equity,0.0,,2017,5
810,2017-05-10,Lucideus,Technology,Cyber Security Startup,New Delhi,"Vellayan Subbiah, Jonathan Boutelle, Rajan Anandan, Rahul Chawla, Salil Donde, Amit Ranjan, Govind Rajan & Others",Seed Funding,0.0,,2017,5
811,2017-05-10,Vidooly,Consumer Internet,Video Intelligence Platform,Noida,"Times Internet, Gvfl",Private Equity,1400000.0,,2017,5
812,2017-05-10,Shopclues,Ecommerce,Online Marketplace,Gurugram,Innoven Capital,Private Equity,7700000.0,,2017,5
813,2017-05-10,Fourth Ambit,Consumer Internet,Community Building Platform,Bengaluru,1Crowd,Seed Funding,600000.0,,2017,5
814,2017-05-10,Chymera Vr,Technology,Advertising Platform For Virtual Reality,Bengaluru,"Varsha Rao, Surojit Chatterjee, Nirav Choksi & Others",Seed Funding,0.0,,2017,5
815,2017-05-11,Early Salary,Consumer Internet,Online Lending Platform,Pune,"Dg Ventures India, Dewan Housing Finance Corp",Private Equity,4000000.0,,2017,5
816,2017-05-11,Book My Diamond,Ecommerce,Diamond B2B Etailer,Mumbai,Chirag Nikunj Sheth & Others,Seed Funding,0.0,,2017,5
817,2017-05-11,Ion Energy,Technology,Clean Tech Startup,Mumbai,"Aakrit Vaish, Swapan Rajdev, Sushill Jiwarajka",Seed Funding,0.0,,2017,5
818,2017-05-12,Legal Raasta,Consumer Internet,Legal Services To Smes & Individuals,New Delhi,Impanix Capital,Private Equity,5000000.0,,2017,5
819,2017-05-12,Log 9 Materials,Technology,Nanotech Product Developer,Bengaluru,Gems,Seed Funding,0.0,,2017,5
820,2017-05-12,Remit Guru,Consumer Internet,Digital Money Transfer Platform,Mumbai,"Infibeam, Ccavenue",Private Equity,466000.0,,2017,5
821,2017-05-12,Aequm,Ecommerce,Cloud Ecommerce Platform,Bengaluru,Undisclosed Investors,Seed Funding,1000000.0,,2017,5
822,2017-05-15,Zapty,Technology,Project Management Tool,Bengaluru,Ideaspring Capital,Seed Funding,500000.0,,2017,5
823,2017-05-15,Vernacular.Ai,Technology,Multi-Lingual Ai Platform For Businesses,Bengaluru,Kstart Capital,Seed Funding,0.0,,2017,5
824,2017-05-16,Niki.Ai,Technology,Ai-Based Chatbot,Bengaluru,Sap,Private Equity,0.0,,2017,5
825,2017-05-16,Telr,Technology,Online Payment Gateway,Mumbai,Innovations East,Private Equity,3000000.0,,2017,5
826,2017-05-16,Fynd,Ecommerce,Fashion Ecommerce Portal,Mumbai,Rocketship,Private Equity,500000.0,,2017,5
827,2017-05-17,Genie,Consumer Internet,Hyperlocal Delivery And Logistics Mobile App,Chennai,Undisclosed Investors,Seed Funding,250000.0,,2017,5
828,2017-05-17,Paysense,Consumer Internet,Online Lending Platform,Mumbai,Jungle Ventures,Private Equity,5300000.0,,2017,5
829,2017-05-18,The Good Life,Ecommerce,Online Luxury Tea Etailer,Mumbai,"Ayesha Takia Azmi, Abu Farhan Azmi",Seed Funding,1000000.0,,2017,5
830,2017-05-18,Pumpkart,Ecommerce,Online Water Pumps Etailer,Chandigarh,Dr. Ritesh Malik,Seed Funding,0.0,,2017,5
